alias,suffix,suffix_cue,ST100,ST101,ST102,ST103,ST104,ST105,ST106,ST107,ST108,ST109,ST10,ST110,ST111,ST112,ST113,ST114,ST115,ST116,ST117,ST118,ST119,ST11,ST120,ST121,ST122,ST123,ST124,ST125,ST126,ST127,ST128,ST129,ST12,ST130,ST13,ST149,ST14,ST15,ST16,ST17,ST18,ST19,ST1,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST2,ST30,ST31,ST32,ST33,ST34,ST35,ST36,ST37,ST38,ST39,ST3,ST40,ST41,ST42,ST43,ST44,ST45,ST46,ST47,ST48,ST49,ST4,ST50,ST51,ST52,ST53,ST54,ST55,ST56,ST57,ST58,ST59,ST5,ST60,ST61,ST62,ST63,ST64,ST65,ST66,ST67,ST68,ST69,ST6,ST70,ST71,ST72,ST73,ST74,ST75,ST76,ST77,ST78,ST79,ST7,ST80,ST81,ST82,ST83,ST84,ST85,ST86,ST87,ST88,ST89,ST8,ST90,ST91,ST92,ST93,ST94,ST95,ST96,ST97,ST98,ST99,ST9,ST131,ST132,ST133,ST134,ST135,ST136,ST137,ST138,ST139,ST140,ST141,ST142,ST143,ST144,ST145,ST146,ST147,ST148,ST149,ST150,ST151,ST152,ST153,ST154,ST155,INFERIORCEREBELLUM,,,ERODED_SUBCORTICALWM,,,,,,,HEMIWM,,,,,,,,,BRAAK12,BRAAK34,BRAAK56,CST_L,CST_R,ICP_L,ICP_R,ML_L,ML_R,SCP_L,SCP_R,CP_L,CP_R,ALIC_L,ALIC_R,PLIC_L,PLIC_R,PTR_L,PTR_R,ACR_L,ACR_R,SCR_L,SCR_R,PCR_L,PCR_R,CGC_L,CGC_R,CGH_L,CGH_R,FX_ST_L,FX_ST_R,SLF_L,SLF_R,SFO_L,SFO_R,IFO_L,IFO_R,SS_L,SS_R,EC_L,EC_R,UNC_L,UNC_R,FX_L,FX_R,GCC_L,GCC_R,BCC_L,BCC_R,SCC_L,SCC_R,RLIC_L,RLIC_R,TAP_L,TAP_R,SUMGCC,SUMBCC,SUMSCC,SUMCC,SUMFX
asl,MAX,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asl,MD,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asl,AVG,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asl,SD,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asl,CT,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taunpvc,SUVR,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taunpvc,VOLUME,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauwpvc,SUVR,,,1,1,1,,,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,,1,,1,,,,1,,,,1,1,,1,,,1,,,1,1,,1,1,,,1,,,1,,1,1,1,,,,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,,,,,,,,,1,1,1,1,,1,,,,,,,,1,1,,1,,,1,,,1,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauwpvc,VOLUME,,,1,1,1,,,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,,1,,1,,,,1,,,,1,1,,1,,,1,,,1,1,,1,1,,,1,,,1,,1,1,1,,,,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,,,,,,,,,1,1,1,1,,1,,,,,,,,1,1,,1,,,1,,,1,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
av45,SUVR,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
av45,VOLUME,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbb,SUVR,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbb,VOLUME,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ST100,ST101,ST102,ST103,ST104,ST105,ST106,ST107,ST108,ST109,ST10,ST110,ST111,ST112,ST113,ST114,ST115,ST116,ST117,ST118,ST119,ST11,ST120,ST121,ST122,ST123,ST124,ST125,ST126,ST127,ST128,ST129,ST12,ST130,ST13,ST149,ST14,ST15,ST16,ST17,ST18,ST19,ST1,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST2,ST30,ST31,ST32,ST33,ST34,ST35,ST36,ST37,ST38,ST39,ST3,ST40,ST41,ST42,ST43,ST44,ST45,ST46,ST47,ST48,ST49,ST4,ST50,ST51,ST52,ST53,ST54,ST55,ST56,ST57,ST58,ST59,ST5,ST60,ST61,ST62,ST63,ST64,ST65,ST66,ST67,ST68,ST69,ST6,ST70,ST71,ST72,ST73,ST74,ST75,ST76,ST77,ST78,ST79,ST7,ST80,ST81,ST82,ST83,ST84,ST85,ST86,ST87,ST88,ST89,ST8,ST90,ST91,ST92,ST93,ST94,ST95,ST96,ST97,ST98,ST99,ST9,ST131,ST132,ST133,ST134,ST135,ST136,ST137,ST138,ST139,ST140,ST141,ST142,ST143,ST144,ST145,ST146,ST147,ST148,ST149,ST150,ST151,ST152,ST153,ST154,ST155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RightNonWMHypoIntensities,RightPallidum,RightParacentral,RightParahippocampal,RightParsOpercularis,RightParsOrbitalis,RightParsTriangularis,RightPericalcarine,RightPostcentral,RightPosteriorCingulate,ICV,RightPrecentral,RightPrecuneus,RightPutamen,RightRostralAnteriorCingulate,RightRostralMiddleFrontal,RightSuperiorFrontal,RightSuperiorParietal,RightSuperiorTemporal,RightSupramarginal,RightTemporalPole,LeftAccumbensArea,RightThalamus,RightTransverseTemporal,RightUndetermined,RightUnknown,RightVentralDC,RightVessel,RightWMHypoIntensities,ThirdVentricle,WMHypoIntensities,LeftInsula,LeftAmygdala,RightInsula,LeftBankssts,CorticalGM,LeftCaudalAnteriorCingulate,LeftCaudalMiddleFrontal,LeftCaudate,LeftCerebellumCortex,LeftCerebellumWM,LeftCerebralCortex,Brainstem,LeftCerebralWM,LeftChoroidPlexus,LeftCorpusCallosum,LeftCuneus,LeftEntorhinal,LeftFrontalPole,LeftFusiform,LeftHemisphere,LeftHemisphereWM,LeftHippocampus,CorpusCallosumAnterior,LeftInferiorLateralVentricle,LeftInferiorParietal,LeftInferiorTemporal,LeftInterior,LeftIsthmusCingulate,LeftLateralOccipital,LeftLateralOrbitofrontal,LeftLateralVentricle,LeftLingual,LeftMedialOrbitofrontal,CorpusCallosumCentral,LeftMiddleTemporal,LeftNonWMHypoIntensities,LeftPallidum,LeftParacentral,LeftParahippocampal,LeftParsOpercularis,LeftParsOrbitalis,LeftParsTriangularis,LeftPericalcarine,LeftPostcentral,CorpusCallosumMidAnterior,LeftPosteriorCingulate,LeftPrecentral,LeftPrecuneus,LeftPutamen,LeftRostralAnteriorCingulate,LeftRostralMiddleFrontal,LeftSuperiorFrontal,LeftSuperiorParietal,LeftSuperiorTemporal,LeftSupramarginal,CorpusCallosumMidPosterior,LeftTemporalPole,LeftThalamus,LeftTransverseTemporal,LeftUndetermined,LeftUnknown,LeftVentralDC,LeftVessel,LeftWMHypoIntensities,NonWMHypoIntensities,OpticChiasm,CorpusCallosumPosterior,RightAccumbensArea,RightAmygdala,RightBankssts,RightCaudalAnteriorCingulate,RightCaudalMiddleFrontal,RightCaudate,RightCerebellumCortex,RightCerebellumWM,RightCerebralCortex,RightCerebralWM,Csf,RightChoroidPlexus,RightCorpusCallosum,RightCuneus,RightEntorhinal,RightFrontalPole,RightFusiform,RightHemisphere,RightHemisphereWM,RightHippocampus,RightInferiorLateralVentricle,FifthVentricle,RightInferiorParietal,RightInferiorTemporal,RightInterior,RightIsthmusCingulate,RightLateralOccipital,RightLateralOrbitofrontal,RightLateralVentricle,RightLingual,RightMedialOrbitofrontal,RightMiddleTemporal,FourthVentricle,LeftCA1,LeftCA2_3,LeftCA4_DG,LeftFimbria,LeftHippocampalFissure,LeftPresubiculum,LeftSubiculum,LeftTail,RightCA1,RightCA2_3,RightCA4_DG,RightFimbria,RightHippocampalFissure,RightPresubiculum,RightSubiculum,RightTail,LeftCorticalGM,RightCorticalGM,CorticalGM,LeftCorticalWM,RightCorticalWM,CorticalWM,SubcorticalGM,TotalGM,SupraTentorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RIGHT_PALLIDUM,CTX_RH_PARACENTRAL,CTX_RH_PARAHIPPOCAMPAL,CTX_RH_PARSOPERCULARIS,CTX_RH_PARSORBITALIS,CTX_RH_PARSTRIANGULARIS,CTX_RH_PERICALCARINE,CTX_RH_POSTCENTRAL,CTX_RH_POSTERIORCINGULATE,,CTX_RH_PRECENTRAL,CTX_RH_PRECUNEUS,RIGHT_PUTAMEN,CTX_RH_ROSTRALANTERIORCINGULATE,CTX_RH_ROSTRALMIDDLEFRONTAL,CTX_RH_SUPERIORFRONTAL,CTX_RH_SUPERIORPARIETAL,CTX_RH_SUPERIORTEMPORAL,CTX_RH_SUPRAMARGINAL,CTX_RH_TEMPORALPOLE,LEFT_ACCUMBENS_AREA,RIGHT_THALAMUS_PROPER,CTX_RH_TRANSVERSETEMPORAL,,CTX_RH_UNKNOWN,RIGHT_VENTRALDC,RIGHT_VESSEL,,VENTRICLE_3RD,WM_HYPOINTENSITIES,CTX_LH_INSULA,LEFT_AMYGDALA,CTX_RH_INSULA,CTX_LH_BANKSSTS,,CTX_LH_CAUDALANTERIORCINGULATE,CTX_LH_CAUDALMIDDLEFRONTAL,LEFT_CAUDATE,LEFT_CEREBELLUM_CORTEX,LEFT_CEREBELLUM_WHITE_MATTER,,BRAINSTEM,LEFT_CEREBRAL_WHITE_MATTER,LEFT_CHOROID_PLEXUS,,CTX_LH_CUNEUS,CTX_LH_ENTORHINAL,CTX_LH_FRONTALPOLE,CTX_LH_FUSIFORM,,,LEFT_HIPPOCAMPUS,CC_ANTERIOR,LEFT_INF_LAT_VENT,CTX_LH_INFERIORPARIETAL,CTX_LH_INFERIORTEMPORAL,,CTX_LH_ISTHMUSCINGULATE_,CTX_LH_LATERALOCCIPITAL,CTX_LH_LATERALORBITOFRONTAL,LEFT_LATERAL_VENTRICLE,CTX_LH_LINGUAL,CTX_LH_MEDIALORBITOFRONTAL,CC_CENTRAL,CTX_LH_MIDDLETEMPORAL,,LEFT_PALLIDUM,CTX_LH_PARACENTRAL,CTX_LH_PARAHIPPOCAMPAL,CTX_LH_PARSOPERCULARIS,CTX_LH_PARSORBITALIS,CTX_LH_PARSTRIANGULARIS,CTX_LH_PERICALCARINE,CTX_LH_POSTCENTRAL,CC_MID_ANTERIOR,CTX_LH_POSTERIORCINGULATE,CTX_LH_PRECENTRAL,CTX_LH_PRECUNEUS,LEFT_PUTAMEN,CTX_LH_ROSTRALANTERIORCINGULATE,CTX_LH_ROSTRALMIDDLEFRONTAL,CTX_LH_SUPERIORFRONTAL,CTX_LH_SUPERIORPARIETAL,CTX_LH_SUPERIORTEMPORAL,CTX_LH_SUPRAMARGINAL,CC_MID_POSTERIOR,CTX_LH_TEMPORALPOLE,LEFT_THALAMUS_PROPER,CTX_LH_TRANSVERSETEMPORAL,,CTX_LH_UNKNOWN_,LEFT_VENTRALDC,LEFT_VESSEL,,NON_WM_HYPOINTENSITIES,OPTIC_CHIASM,CC_POSTERIOR,RIGHT_ACCUMBENS_AREA,RIGHT_AMYGDALA,CTX_RH_BANKSSTS,CTX_RH_CAUDALANTERIORCINGULATE,CTX_RH_CAUDALMIDDLEFRONTAL,RIGHT_CAUDATE,RIGHT_CEREBELLUM_CORTEX,RIGHT_CEREBELLUM_WHITE_MATTER,,RIGHT_CEREBRAL_WHITE_MATTER,CSF,RIGHT_CHOROID_PLEXUS,,CTX_RH_CUNEUS,CTX_RH_ENTORHINAL,CTX_RH_FRONTALPOLE,CTX_RH_FUSIFORM,,,RIGHT_HIPPOCAMPUS,RIGHT_INF_LAT_VENT,VENTRICLE_5TH,CTX_RH_INFERIORPARIETAL,CTX_RH_INFERIORTEMPORAL,,CTX_RH_ISTHMUSCINGULATE,CTX_RH_LATERALOCCIPITAL,CTX_RH_LATERALORBITOFRONTAL,RIGHT_LATERAL_VENTRICLE,CTX_RH_LINGUAL,CTX_RH_MEDIALORBITOFRONTAL,CTX_RH_MIDDLETEMPORAL,VENTRICLE_4TH,,,,,,,,,,,,,,,,,,,,,,,,,,INFERIORCEREBELLUM,,,ERODED_SUBCORTICALWM,,,,,,,,,,,,,,,,BRAAK12,BRAAK34,BRAAK56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RIGHT_PALLIDUM,CTX_RH_PARACENTRAL,CTX_RH_PARAHIPPOCAMPAL,,,,CTX_RH_PERICALCARINE,CTX_RH_POSTCENTRAL,CTX_RH_POSTERIORCINGULATE,,CTX_RH_PRECENTRAL,CTX_RH_PRECUNEUS,RIGHT_PUTAMEN,CTX_RH_ROSTRALANTERIORCINGULATE,,CTX_RH_SUPERIORFRONTAL,CTX_RH_SUPERIORPARIETAL,CTX_RH_SUPERIORTEMPORAL,CTX_RH_SUPRAMARGINAL,CTX_RH_TEMPORALPOLE,LEFT_ACCUMBENS_AREA,RIGHT_THALAMUS_PROPER,CTX_RH_TRANSVERSETEMPORAL,,,,,,,,CTX_LH_INSULA,LEFT_AMYGDALA,CTX_RH_INSULA,CTX_LH_BANKSSTS,,CTX_LH_CAUDALANTERIORCINGULATE,,LEFT_CAUDATE,,,,BRAIN_STEM,,,,CTX_LH_CUNEUS,CTX_LH_ENTORHINAL,,CTX_LH_FUSIFORM,,,LEFT_HIPPOCAMPUS,,,CTX_LH_INFERIORPARIETAL,CTX_LH_INFERIORTEMPORAL,,CTX_LH_ISTHMUSCINGULATE_,CTX_LH_LATERALOCCIPITAL,,,CTX_LH_LINGUAL,,,CTX_LH_MIDDLETEMPORAL,,LEFT_PALLIDUM,CTX_LH_PARACENTRAL,CTX_LH_PARAHIPPOCAMPAL,,,,CTX_LH_PERICALCARINE,CTX_LH_POSTCENTRAL,,CTX_LH_POSTERIORCINGULATE,CTX_LH_PRECENTRAL,CTX_LH_PRECUNEUS,LEFT_PUTAMEN,CTX_LH_ROSTRALANTERIORCINGULATE,,CTX_LH_SUPERIORFRONTAL,CTX_LH_SUPERIORPARIETAL,CTX_LH_SUPERIORTEMPORAL,CTX_LH_SUPRAMARGINAL,,CTX_LH_TEMPORALPOLE,LEFT_THALAMUS_PROPER,CTX_LH_TRANSVERSETEMPORAL,,,,,,,,,RIGHT_ACCUMBENS_AREA,RIGHT_AMYGDALA,CTX_RH_BANKSSTS,CTX_RH_CAUDALANTERIORCINGULATE,,RIGHT_CAUDATE,,,,,,,,CTX_RH_CUNEUS,CTX_RH_ENTORHINAL,,CTX_RH_FUSIFORM,,,RIGHT_HIPPOCAMPUS,,,CTX_RH_INFERIORPARIETAL,CTX_RH_INFERIORTEMPORAL,,CTX_RH_ISTHMUSCINGULATE,CTX_RH_LATERALOCCIPITAL,,,CTX_RH_LINGUAL,,CTX_RH_MIDDLETEMPORAL,,,,,,,,,,,,,,,,,,,,,,,,,,,INFERIOR_CEREBGM,,,,,,,,,,HEMIWM,CHOROID,OTHER,LEFT_MIDDLEFR,LEFT_ORBITOFR,LEFT_PARSFR_,RIGHT_MIDDLEFR,RIGHT_ORBITOFR,RIGHT_PARSFR,BRAAK12,BRAAK34,BRAAK56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RIGHT_PALLIDUM,CTX_RH_PARACENTRAL,CTX_RH_PARAHIPPOCAMPAL,CTX_RH_PARSOPERCULARIS,CTX_RH_PARSORBITALIS,CTX_RH_PARSTRIANGULARIS,CTX_RH_PERICALCARINE,CTX_RH_POSTCENTRAL,CTX_RH_POSTERIORCINGULATE,,CTX_RH_PRECENTRAL,CTX_RH_PRECUNEUS,RIGHT_PUTAMEN,CTX_RH_ROSTRALANTERIORCINGULATE,CTX_RH_ROSTRALMIDDLEFRONTAL,CTX_RH_SUPERIORFRONTAL,CTX_RH_SUPERIORPARIETAL,CTX_RH_SUPERIORTEMPORAL,CTX_RH_SUPRAMARGINAL,CTX_RH_TEMPORALPOLE,LEFT_ACCUMBENS_AREA,RIGHT_THALAMUS_PROPER_,CTX_RH_TRANSVERSETEMPORAL,,CTX_RH_UNKNOWN,RIGHT_VENTRALDC,RIGHT_VESSEL,,VENTRICLE_3RD,WM_HYPOINTENSITIES,CTX_LH_INSULA,LEFT_AMYGDALA,CTX_RH_INSULA,CTX_LH_BANKSSTS,,CTX_LH_CAUDALANTERIORCINGULATE,CTX_LH_CAUDALMIDDLEFRONTAL,LEFT_CAUDATE,LEFT_CEREBELLUM_CORTEX,LEFT_CEREBELLUM_WHITE_MATTER,,BRAIN_STEM,LEFT_CEREBRAL_WHITE_MATTER,LEFT_CHOROID_PLEXUS,,CTX_LH_CUNEUS,CTX_LH_ENTORHINAL,CTX_LH_FRONTALPOLE,CTX_LH_FUSIFORM,,,LEFT_HIPPOCAMPUS,CC_ANTERIOR,LEFT_INF_LAT_VENT,CTX_LH_INFERIORPARIETAL,CTX_LH_INFERIORTEMPORAL,,CTX_LH_ISTHMUSCINGULATE_,CTX_LH_LATERALOCCIPITAL,CTX_LH_LATERALORBITOFRONTAL,LEFT_LATERAL_VENTRICLE,CTX_LH_LINGUAL,CTX_LH_MEDIALORBITOFRONTAL,CC_CENTRAL,CTX_LH_MIDDLETEMPORAL,,LEFT_PALLIDUM,CTX_LH_PARACENTRAL,CTX_LH_PARAHIPPOCAMPAL,CTX_LH_PARSOPERCULARIS,CTX_LH_PARSORBITALIS,CTX_LH_PARSTRIANGULARIS,CTX_LH_PERICALCARINE,CTX_LH_POSTCENTRAL,CC_MID_ANTERIOR,CTX_LH_POSTERIORCINGULATE,CTX_LH_PRECENTRAL,CTX_LH_PRECUNEUS,LEFT_PUTAMEN_,CTX_LH_ROSTRALANTERIORCINGULATE,CTX_LH_ROSTRALMIDDLEFRONTAL,CTX_LH_SUPERIORFRONTAL,CTX_LH_SUPERIORPARIETAL,CTX_LH_SUPERIORTEMPORAL,CTX_LH_SUPRAMARGINAL,CC_MID_POSTERIOR,CTX_LH_TEMPORALPOLE,LEFT_THALAMUS_PROPER,CTX_LH_TRANSVERSETEMPORAL,,CTX_LH_UNKNOWN_,LEFT_VENTRALDC,LEFT_VESSEL,,NON_WM_HYPOINTENSITIES,OPTIC_CHIASM,CC_POSTERIOR,RIGHT_ACCUMBENS_AREA,RIGHT_AMYGDALA,CTX_RH_BANKSSTS,CTX_RH_CAUDALANTERIORCINGULATE,CTX_RH_CAUDALMIDDLEFRONTAL,RIGHT_CAUDATE,RIGHT_CEREBELLUM_CORTEX,RIGHT_CEREBELLUM_WHITE_MATTER,,RIGHT_CEREBRAL_WHITE_MATTER,CSF,RIGHT_CHOROID_PLEXUS,,CTX_RH_CUNEUS,CTX_RH_ENTORHINAL,CTX_RH_FRONTALPOLE,CTX_RH_FUSIFORM,,,RIGHT_HIPPOCAMPUS,RIGHT_INF_LAT_VENT,VENTRICLE_5TH,CTX_RH_INFERIORPARIETAL,CTX_RH_INFERIORTEMPORAL,,CTX_RH_ISTHMUSCINGULATE,CTX_RH_LATERALOCCIPITAL,CTX_RH_LATERALORBITOFRONTAL,RIGHT_LATERAL_VENTRICLE,CTX_RH_LINGUAL,CTX_RH_MEDIALORBITOFRONTAL,CTX_RH_MIDDLETEMPORAL,VENTRICLE_4TH,,,,,,,,,,,,,,,,,,,,,,,,,,,CEREBELLUMGREYMATTER,WHOLECEREBELLUM,ERODED_SUBCORTICALWM,COMPOSITE_REF,FRONTAL,CINGULATE,PARIETAL,TEMPORAL,COMPOSITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
